movie_id,primary_title,original_title,start_year,runtime_minutes,genres,clean_title,averagerating,numvotes,domestic_gross,foreign_gross,production_budget,worldwide_gross,release_date,release_year,release_month
tt0063540,Sunghursh,Sunghursh,2013,175.0,"Action,Crime,Drama",sunghursh,7.0,77,,,,,,,
tt0069049,The Other Side of the Wind,The Other Side of the Wind,2018,122.0,Drama,the other side of the wind,6.9,4517,,,,,,,
tt0100275,The Wandering Soap Opera,La Telenovela Errante,2017,80.0,"Comedy,Drama,Fantasy",the wandering soap opera,6.5,119,,,,,,,
tt0137204,Joe Finds Grace,Joe Finds Grace,2017,83.0,"Adventure,Animation,Comedy",joe finds grace,8.1,263,,,,,,,
tt0146592,Pál Adrienn,Pál Adrienn,2010,136.0,Drama,pál adrienn,6.8,451,,,,,,,
tt0154039,So Much for Justice!,Oda az igazság,2010,100.0,History,so much for justice!,4.6,64,,,,,,,
tt0159369,Cooper and Hemingway: The True Gen,Cooper and Hemingway: The True Gen,2013,180.0,Documentary,cooper and hemingway: the true gen,7.6,53,,,,,,,
tt0162942,Children of the Green Dragon,A zöld sárkány gyermekei,2010,89.0,Drama,children of the green dragon,6.9,120,,,,,,,
tt0176694,The Tragedy of Man,Az ember tragédiája,2011,160.0,"Animation,Drama,History",the tragedy of man,7.8,584,,,,,,,
tt0192528,Heaven & Hell,Reverse Heaven,2018,104.0,Drama,heaven & hell,4.0,72,,,,,,,
tt0249516,Foodfight!,Foodfight!,2012,91.0,"Action,Animation,Comedy",foodfight!,1.9,8248,,,45000000.0,73706.0,2012-12-31,2012.0,12.0
tt0250404,Godfather,Godfather,2012,,"Crime,Drama",godfather,6.7,236,,,,,,,
tt0255820,Return to Babylon,Return to Babylon,2013,75.0,"Biography,Comedy,Drama",return to babylon,5.9,123,,,,,,,
tt0263814,On kadin,On kadin,2019,,Drama,on kadin,7.1,100,,,,,,,
tt0285252,Life's a Beach,Life's a Beach,2012,100.0,Comedy,life's a beach,3.9,219,,,,,,,
tt0293069,Dark Blood,Dark Blood,2012,86.0,Thriller,dark blood,6.6,1053,,,,,,,
tt0297400,Snowblind,Snowblind,2015,,"Crime,Drama",snowblind,6.7,77,,,,,,,
tt0312305,Quantum Quest: A Cassini Space Odyssey,Quantum Quest: A Cassini Space Odyssey,2010,45.0,"Adventure,Animation,Sci-Fi",quantum quest: a cassini space odyssey,5.1,287,,,,,,,
tt0315642,Wazir,Wazir,2016,103.0,"Action,Crime,Drama",wazir,7.1,15378,1100000.0,,,,,,
tt0323808,The Wicker Tree,The Wicker Tree,2011,96.0,"Drama,Horror",the wicker tree,3.9,2328,,,,,,,
tt0326965,In My Sleep,In My Sleep,2010,104.0,"Drama,Mystery,Thriller",in my sleep,5.5,1889,,,,,,,
tt0328810,My Land,Aamaar Bhuvan,2018,102.0,"Drama,Family",my land,7.9,61,,,,,,,
tt0329539,Rice Girl,Rice Girl,2014,95.0,"Adventure,Comedy,Romance",rice girl,6.1,73,,,,,,,
tt0331312,This Wretched Life,This Wretched Life,2010,99.0,"Comedy,Drama",this wretched life,7.6,59,,,,,,,
tt0331314,Bunyan and Babe,Bunyan and Babe,2017,84.0,"Adventure,Animation,Comedy",bunyan and babe,5.0,302,,,,,,,
tt0337692,On the Road,On the Road,2012,124.0,"Adventure,Drama,Romance",on the road,6.1,37886,744000.0,8000000.0,25000000.0,9313302.0,2013-03-22,2013.0,3.0
tt0337926,Chatô - The King of Brazil,Chatô: O Rei do Brasil,2015,102.0,Biography,chatô - the king of brazil,6.0,558,,,,,,,
tt0339736,The Evil Within,The Evil Within,2017,98.0,Horror,the evil within,5.6,2420,,,,,,,
tt0359950,The Secret Life of Walter Mitty,The Secret Life of Walter Mitty,2013,114.0,"Adventure,Comedy,Drama",the secret life of walter mitty,7.3,275300,58200000.0,129900000.0,91000000.0,187861183.0,2013-12-25,2013.0,12.0
tt0360556,Fahrenheit 451,Fahrenheit 451,2018,100.0,"Drama,Sci-Fi,Thriller",fahrenheit 451,4.9,14469,,,,,,,
tt0365545,Nappily Ever After,Nappily Ever After,2018,98.0,"Comedy,Drama,Romance",nappily ever after,6.4,6287,,,,,,,
tt0365907,A Walk Among the Tombstones,A Walk Among the Tombstones,2014,114.0,"Action,Crime,Drama",a walk among the tombstones,6.5,105116,26300000.0,26900000.0,28000000.0,62108587.0,2014-09-19,2014.0,9.0
tt0369610,Jurassic World,Jurassic World,2015,124.0,"Action,Adventure,Sci-Fi",jurassic world,7.0,539338,652300000.0,,215000000.0,1648854864.0,2015-06-12,2015.0,6.0
tt0372538,Spy,Spy,2011,110.0,"Action,Crime,Drama",spy,6.6,78,110800000.0,124800000.0,,,,,
tt0376136,The Rum Diary,The Rum Diary,2011,119.0,"Comedy,Drama",the rum diary,6.2,94787,13100000.0,10800000.0,45000000.0,21544732.0,2011-10-28,2011.0,10.0
tt0376479,American Pastoral,American Pastoral,2016,108.0,"Crime,Drama",american pastoral,6.1,12898,544000.0,,,,,,
tt0377981,Gnomeo & Juliet,Gnomeo & Juliet,2011,84.0,"Adventure,Animation,Comedy",gnomeo & juliet,6.0,49550,,,,,,,
tt0383010,The Three Stooges,The Three Stooges,2012,92.0,"Comedy,Family",the three stooges,5.1,28570,44300000.0,10500000.0,30000000.0,54052249.0,2012-04-13,2012.0,4.0
tt0393049,Anderson's Cross,Anderson's Cross,2010,98.0,"Comedy,Drama,Romance",anderson's cross,5.5,106,,,300000.0,0.0,2010-12-31,2010.0,12.0
tt0398286,Tangled,Tangled,2010,100.0,"Adventure,Animation,Comedy",tangled,7.8,366366,200800000.0,391000000.0,260000000.0,586477240.0,2010-11-24,2010.0,11.0
tt0401729,John Carter,John Carter,2012,132.0,"Action,Adventure,Sci-Fi",john carter,6.6,241792,73100000.0,211100000.0,275000000.0,282778100.0,2012-03-09,2012.0,3.0
tt0403645,Burnt by the Sun 2,Utomlennye solntsem 2,2010,181.0,"Drama,History,War",burnt by the sun 2,4.1,3907,,,,,,,
tt0403935,Action Jackson,Action Jackson,2014,144.0,"Action,Thriller",action jackson,3.3,2862,,,7000000.0,20257000.0,1988-02-12,1988.0,2.0
tt0404978,Gambit,Gambit,2012,89.0,"Comedy,Crime",gambit,5.7,22148,,,,,,,
tt0409379,In Secret,In Secret,2013,107.0,"Crime,Drama,Thriller",in secret,6.2,7045,444000.0,,,,,,
tt0409847,Cowboys & Aliens,Cowboys & Aliens,2011,119.0,"Action,Sci-Fi,Thriller",cowboys & aliens,6.0,195889,100200000.0,74600000.0,,,,,
tt0411951,Tekken,Tekken,2010,87.0,"Action,Crime,Drama",tekken,4.8,24913,,,,,,,
tt0417610,Asleep in the Sun,Dormir al sol,2010,83.0,Fantasy,asleep in the sun,6.4,80,,,,,,,
tt0417750,Hempsters: Plant the Seed,Hempsters: Plant the Seed,2010,90.0,Documentary,hempsters: plant the seed,7.5,107,,,,,,,
tt0419692,Disconnect,Disconnect,2010,112.0,"Drama,Mystery,Sci-Fi",disconnect,4.5,190,1400000.0,,,,,,
tt0420293,The Stanford Prison Experiment,The Stanford Prison Experiment,2015,122.0,"Biography,Drama,History",the stanford prison experiment,6.9,32591,661000.0,,,,,,
tt0423474,Venus & Vegas,Venus & Vegas,2010,95.0,"Action,Comedy,Crime",venus & vegas,4.2,468,,,,,,,
tt0424859,The Ninth Cloud,The Ninth Cloud,2014,93.0,Drama,the ninth cloud,6.2,56,,,,,,,
tt0427152,Dinner for Schmucks,Dinner for Schmucks,2010,114.0,Comedy,dinner for schmucks,5.9,91546,73000000.0,13800000.0,69000000.0,86796502.0,2010-07-30,2010.0,7.0
tt0427543,A Million Little Pieces,A Million Little Pieces,2018,113.0,Drama,a million little pieces,7.6,120,,,,,,,
tt0429493,The A-Team,The A-Team,2010,117.0,"Action,Adventure,Thriller",the a-team,6.8,235256,77200000.0,100000000.0,110000000.0,177241171.0,2010-06-11,2010.0,6.0
tt0431021,The Possession,The Possession,2012,92.0,"Horror,Mystery,Thriller",the possession,5.9,53649,49100000.0,36300000.0,14000000.0,82925064.0,2012-08-31,2012.0,8.0
tt0433035,Real Steel,Real Steel,2011,127.0,"Action,Drama,Family",real steel,7.1,283534,85500000.0,213800000.0,110000000.0,263880341.0,2011-10-07,2011.0,10.0
tt0433397,Satin,Satin,2011,84.0,"Comedy,Drama,Music",satin,4.7,214,,,,,,,
tt0433533,Caleuche: El llamado del Mar,Caleuche: El llamado del Mar,2012,100.0,"Drama,Fantasy,Horror",caleuche: el llamado del mar,5.2,168,,,,,,,
tt0435651,The Giver,The Giver,2014,97.0,"Drama,Romance,Sci-Fi",the giver,6.5,104999,45100000.0,21900000.0,25000000.0,66540205.0,2014-08-15,2014.0,8.0
tt0435761,Toy Story 3,Toy Story 3,2010,103.0,"Adventure,Animation,Comedy",toy story 3,8.3,682218,415000000.0,652000000.0,200000000.0,1068879522.0,2010-06-18,2010.0,6.0
tt0437086,Alita: Battle Angel,Alita: Battle Angel,2019,122.0,"Action,Adventure,Sci-Fi",alita: battle angel,7.5,88207,,,170000000.0,402976036.0,2019-02-14,2019.0,2.0
tt0439801,Segurança Nacional,Segurança Nacional,2010,86.0,Action,segurança nacional,3.3,260,,,,,,,
tt0443272,Lincoln,Lincoln,2012,150.0,"Biography,Drama,History",lincoln,7.4,228701,182200000.0,93100000.0,65000000.0,273346281.0,2012-11-09,2012.0,11.0
tt0443331,Milenge Milenge,Milenge Milenge,2010,109.0,"Drama,Romance",milenge milenge,4.1,1571,,,,,,,
tt0443465,Before We Go,Before We Go,2014,95.0,"Comedy,Drama,Romance",before we go,6.8,45181,37200.0,,3000000.0,483938.0,2015-09-04,2015.0,9.0
tt0443533,The History of Love,The History of Love,2016,134.0,"Drama,Romance,War",the history of love,6.3,1024,,,20000000.0,476624.0,2016-11-18,2016.0,11.0
tt0444531,Vidas pequeñas,Vidas pequeñas,2010,115.0,Drama,vidas pequeñas,6.0,68,,,,,,,
tt0445054,7 Days,Les 7 jours du talion,2010,105.0,"Crime,Drama,Horror",7 days,6.5,6705,,,,,,,
tt0446029,Scott Pilgrim vs. the World,Scott Pilgrim vs. the World,2010,112.0,"Action,Comedy,Fantasy",scott pilgrim vs. the world,7.5,339338,31500000.0,16100000.0,85000000.0,48056764.0,2010-08-13,2010.0,8.0
tt0448022,A Bird of the Air,A Bird of the Air,2011,108.0,"Drama,Romance",a bird of the air,6.6,1061,,,,,,,
tt0448115,Shazam!,Shazam!,2019,132.0,"Action,Adventure,Comedy",shazam!,7.4,109051,,,85000000.0,362899733.0,2019-04-05,2019.0,4.0
tt0448694,Puss in Boots,Puss in Boots,2011,90.0,"Action,Adventure,Animation",puss in boots,6.6,133355,149300000.0,405700000.0,130000000.0,554987477.0,2011-10-28,2011.0,10.0
tt0449005,Diary of a Bad Lad,Diary of a Bad Lad,2010,92.0,"Comedy,Crime",diary of a bad lad,4.0,144,,,,,,,
tt0451108,Mad World,Mad World,2010,98.0,Drama,mad world,6.3,313,,,,,,,
tt0451154,The Passing,The Passing,2011,92.0,Horror,the passing,3.4,174,,,,,,,
tt0451201,Clawed,Sludge,2017,95.0,Horror,clawed,5.8,363,,,,,,,
tt0451279,Wonder Woman,Wonder Woman,2017,141.0,"Action,Adventure,Fantasy",wonder woman,7.5,487527,412600000.0,409300000.0,150000000.0,821133378.0,2017-06-02,2017.0,6.0
tt0452183,Blunt Movie,Blunt Movie,2013,83.0,"Comedy,Romance",blunt movie,6.4,77,,,,,,,
tt0452664,Party Crashers,Os Penetras,2012,88.0,Comedy,party crashers,5.4,907,,,,,,,
tt0453562,42,42,2013,128.0,"Biography,Drama,Sport",42,7.5,77703,,,31000000.0,97470701.0,2013-04-12,2013.0,4.0
tt0454876,Life of Pi,Life of Pi,2012,127.0,"Adventure,Drama,Fantasy",life of pi,7.9,535836,125000000.0,484000000.0,120000000.0,620912003.0,2012-11-21,2012.0,11.0
tt0455323,Being Flynn,Being Flynn,2012,102.0,Drama,being flynn,6.4,15780,540000.0,,,,,,
tt0455407,The Crazies,The Crazies,2010,101.0,"Horror,Thriller",the crazies,6.5,104465,39100000.0,15700000.0,19000000.0,56445534.0,2010-02-26,2010.0,2.0
tt0455944,The Equalizer,The Equalizer,2014,132.0,"Action,Crime,Thriller",the equalizer,7.2,302302,101500000.0,90800000.0,55000000.0,192903624.0,2014-09-26,2014.0,9.0
tt0457591,Memorias del desarrollo,Memorias del desarrollo,2010,113.0,Drama,memorias del desarrollo,7.0,58,,,,,,,
tt0458339,Captain America: The First Avenger,Captain America: The First Avenger,2011,124.0,"Action,Adventure,Sci-Fi",captain america: the first avenger,6.9,668137,176700000.0,193900000.0,140000000.0,370569776.0,2011-07-22,2011.0,7.0
tt0458413,A Long Way Down,A Long Way Down,2014,96.0,"Comedy,Drama",a long way down,6.4,29260,13300.0,7200000.0,,,,,
tt0458481,Sin City: A Dame to Kill For,Sin City: A Dame to Kill For,2014,102.0,"Crime,Thriller",sin city: a dame to kill for,6.5,140666,,,65000000.0,40650842.0,2014-08-22,2014.0,8.0
tt0459748,Generation P,Generation P,2011,112.0,"Comedy,Drama,Sci-Fi",generation p,6.8,3358,,,,,,,
tt0460778,Drunkboat,Drunkboat,2010,98.0,Drama,drunkboat,4.9,555,,,,,,,
tt0460890,The Only Living Boy in New York,The Only Living Boy in New York,2017,89.0,Drama,the only living boy in new york,6.3,8727,624000.0,1900000.0,,,,,
tt0461336,Saving Private Perez,Salvando al Soldado Pérez,2011,105.0,"Adventure,Comedy,Western",saving private perez,6.0,1727,1400000.0,7900000.0,,,,,
tt0462335,High-Rise,High-Rise,2015,119.0,"Drama,Horror,Sci-Fi",high-rise,5.6,33746,346000.0,,,,,,
tt0462516,Satan Hates You,Satan Hates You,2010,94.0,Horror,satan hates you,4.6,205,,,,,,,
tt0463311,Federal,Federal,2010,91.0,"Drama,Thriller",federal,3.2,374,,,,,,,
tt0463960,The Devil You Know,The Devil You Know,2013,76.0,"Mystery,Thriller",the devil you know,3.6,1470,,,,,,,
tt0464054,House at the End of the Drive,House at the End of the Drive,2014,91.0,"Horror,Thriller",house at the end of the drive,6.5,331,,,1400000.0,0.0,2014-12-31,2014.0,12.0
tt0464154,Piranha 3D,Piranha 3D,2010,88.0,"Comedy,Horror",piranha 3d,5.4,81327,25000000.0,58200000.0,24000000.0,83660160.0,2010-08-20,2010.0,8.0
tt0464162,Komaram Puli,Komaram Puli,2010,163.0,"Action,Crime,Thriller",komaram puli,3.8,1423,,,,,,,
tt0464891,Act Your Age,Act Your Age,2011,101.0,"Comedy,Drama",act your age,6.5,85,,,,,,,
tt0466893,Margaret,Margaret,2011,150.0,Drama,margaret,6.5,14708,46500.0,,14000000.0,623292.0,2011-09-30,2011.0,9.0
tt0469021,Alan Partridge,Alan Partridge: Alpha Papa,2013,90.0,"Action,Comedy,Crime",alan partridge,6.9,27986,,,,,,,
tt0469094,Harlem Hostel,Harlem Hostel,2010,81.0,"Comedy,Drama",harlem hostel,4.1,128,,,,,,,
tt0469152,Smoking/Non-Smoking,The Pack,2011,84.0,Drama,smoking/non-smoking,7.2,88,,,,,,,
tt0470752,Ex Machina,Ex Machina,2014,108.0,"Drama,Mystery,Sci-Fi",ex machina,7.7,424542,25400000.0,11400000.0,13000000.0,38358392.0,2015-04-10,2015.0,4.0
tt0470936,"Hot Country, Cold Winter","Tak erkir, tsurt dzmer",2016,104.0,Drama,"hot country, cold winter",4.0,62,,,,,,,
tt0471042,Tower Heist,Tower Heist,2011,104.0,"Action,Comedy,Crime",tower heist,6.2,125102,78000000.0,74900000.0,85000000.0,150422946.0,2011-11-04,2011.0,11.0
tt0472181,The Smurfs,The Smurfs,2011,103.0,"Adventure,Animation,Comedy",the smurfs,5.5,77577,142600000.0,421100000.0,110000000.0,563749323.0,2011-07-29,2011.0,7.0
tt0472399,The Mechanic,The Mechanic,2011,93.0,"Action,Crime,Thriller",the mechanic,6.6,141254,29100000.0,47000000.0,42500000.0,76347393.0,2011-01-28,2011.0,1.0
tt0473075,Prince of Persia: The Sands of Time,Prince of Persia: The Sands of Time,2010,116.0,"Action,Adventure,Fantasy",prince of persia: the sands of time,6.6,254975,90800000.0,245600000.0,,,,,
tt0473122,Bamboo Shark,Bamboo Shark,2011,,Comedy,bamboo shark,6.4,55,,,,,,,
tt0475290,"Hail, Caesar!","Hail, Caesar!",2016,106.0,"Comedy,Drama,Music","hail, caesar!",6.3,111422,30500000.0,33100000.0,22000000.0,64160680.0,2016-02-05,2016.0,2.0
tt0476023,Stiffs,Stiffs,2010,104.0,Comedy,stiffs,7.3,64,,,,,,,
tt0477080,Unstoppable,Unstoppable,2010,98.0,"Action,Thriller",unstoppable,6.8,173019,81600000.0,86200000.0,95000000.0,165720921.0,2010-11-12,2010.0,11.0
tt0477302,Extremely Loud & Incredibly Close,Extremely Loud & Incredibly Close,2011,129.0,"Adventure,Drama,Mystery",extremely loud & incredibly close,6.9,93164,31800000.0,23400000.0,,,,,
tt0478304,The Tree of Life,The Tree of Life,2011,139.0,"Drama,Fantasy",the tree of life,6.8,156266,13300000.0,41000000.0,35000000.0,61721826.0,2011-05-27,2011.0,5.0
tt0478970,Ant-Man,Ant-Man,2015,117.0,"Action,Adventure,Comedy",ant-man,7.3,501213,180200000.0,339100000.0,130000000.0,518858449.0,2015-07-17,2015.0,7.0
tt0479204,Perfect Life,Perfect Life,2010,98.0,"Horror,Thriller",perfect life,4.3,399,,,,,,,
tt0479997,Season of the Witch,Season of the Witch,2011,95.0,"Action,Adventure,Fantasy",season of the witch,5.4,85777,24800000.0,66800000.0,40000000.0,91126600.0,2011-01-07,2011.0,1.0
tt0480239,Atlas Shrugged: Part I,Atlas Shrugged: Part I,2011,97.0,"Drama,Mystery,Sci-Fi",atlas shrugged: part i,5.7,12524,,,,,,,
tt0480255,The Losers,The Losers,2010,97.0,"Action,Adventure,Crime",the losers,6.4,83876,23600000.0,5800000.0,25000000.0,29863840.0,2010-04-23,2010.0,4.0
tt0480687,Hall Pass,Hall Pass,2011,105.0,"Comedy,Romance",hall pass,5.9,113775,45100000.0,38100000.0,68000000.0,87173475.0,2011-02-25,2011.0,2.0
tt0481499,The Croods,The Croods,2013,98.0,"Action,Adventure,Animation",the croods,7.2,176699,187200000.0,400000000.0,135000000.0,573068425.0,2013-03-22,2013.0,3.0
tt0482459,Bandage,Bandeiji,2010,119.0,"Drama,Music,Romance",bandage,6.8,402,,,,,,,
tt0482461,Barry Munday,Barry Munday,2010,95.0,"Comedy,Drama,Romance",barry munday,5.9,3846,,,3000000.0,0.0,2010-10-01,2010.0,10.0
tt0483586,Chasing 3000,Chasing 3000,2010,115.0,"Family,Sport",chasing 3000,6.5,759,,,,,,,
tt0484828,La daga de Rasputín,La daga de Rasputín,2011,99.0,"Adventure,Comedy",la daga de rasputín,3.0,186,,,,,,,
tt0485061,U Want Me 2 Kill Him?,uwantme2killhim?,2013,92.0,"Drama,Thriller",u want me 2 kill him?,6.3,2288,,,,,,,
tt0485521,Sushi in Suhl,Sushi in Suhl,2012,100.0,"Comedy,Drama",sushi in suhl,6.3,336,,,,,,,
tt0485985,Red Tails,Red Tails,2012,125.0,"Action,Adventure,Drama",red tails,5.9,31815,49900000.0,489000.0,58000000.0,50365498.0,2012-01-20,2012.0,1.0
tt0486622,Making Change,Making Change,2012,94.0,Drama,making change,6.7,59,,,,,,,
tt0490075,Aftermath,Aftermath,2013,84.0,"Crime,Thriller",aftermath,5.1,271,,,,,,,
tt0490199,PrimeMates,PrimeMates,2010,82.0,"Comedy,Drama",primemates,6.7,63,,,,,,,
tt0490215,Silence,Silence,2016,161.0,"Adventure,Drama,History",silence,7.2,85242,,,46500000.0,23726626.0,2016-12-23,2016.0,12.0
tt0490236,The Invited,The Invited,2010,95.0,"Horror,Thriller",the invited,4.2,240,,,,,,,
tt0490847,Double Tap,Double Tap,2011,100.0,"Action,Crime,Drama",double tap,5.2,52,,,,,,,
tt0491152,Something Borrowed,Something Borrowed,2011,112.0,"Comedy,Drama,Romance",something borrowed,5.9,54314,39000000.0,21100000.0,35000000.0,65084116.0,2011-05-06,2011.0,5.0
tt0491175,Suburbicon,Suburbicon,2017,105.0,"Comedy,Crime,Drama",suburbicon,5.6,31294,5800000.0,,,,,,
tt0491203,Tulip Fever,Tulip Fever,2017,105.0,"Drama,History,Romance",tulip fever,6.2,15037,2500000.0,5900000.0,25000000.0,6792768.0,2017-09-01,2017.0,9.0
tt0492389,Furry Vengeance,Furry Vengeance,2010,92.0,"Comedy,Family",furry vengeance,3.8,14700,17600000.0,18600000.0,35000000.0,39340177.0,2010-04-30,2010.0,4.0
tt0493076,Nina,Nina,2016,90.0,"Biography,Drama,Music",nina,5.3,2246,,,,,,,
tt0493405,CHIPS,CHIPS,2017,100.0,"Action,Comedy,Crime",chips,6.0,37029,18600000.0,8199999.0,25000000.0,23190292.0,2017-03-24,2017.0,3.0
tt0493949,Ramona and Beezus,Ramona and Beezus,2010,103.0,"Adventure,Comedy,Family",ramona and beezus,6.6,16086,26200000.0,1100000.0,15000000.0,27469621.0,2010-07-23,2010.0,7.0
tt0495024,Bad Blood,Bad Blood,2012,107.0,"Horror,Mystery,Romance",bad blood,5.6,78,,,,,,,
tt0496375,Prisoners of the Sun,Prisoners of the Sun,2013,85.0,"Action,Adventure,Horror",prisoners of the sun,3.7,1106,,,,,,,
tt0498351,The Hero of Color City,The Hero of Color City,2014,77.0,"Animation,Family",the hero of color city,4.0,431,32200.0,,,,,,
tt0498381,Rings,Rings,2017,102.0,"Drama,Horror,Mystery",rings,4.5,34151,27800000.0,55300000.0,25000000.0,82917283.0,2017-02-03,2017.0,2.0
tt0756727,Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?),Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?),2010,116.0,"Biography,Documentary,Music",who is harry nilsson (and why is everybody talkin' about him?),7.7,1332,,,,,,,
tt0758752,Love & Other Drugs,Love & Other Drugs,2010,112.0,"Comedy,Drama,Romance",love & other drugs,6.7,167680,,,,,,,
tt0762138,Syrup,Syrup,2013,90.0,"Comedy,Drama,Romance",syrup,5.7,10228,,,,,,,
tt0763831,A Thousand Words,A Thousand Words,2012,91.0,"Comedy,Drama",a thousand words,5.9,36387,18500000.0,3600000.0,40000000.0,20790486.0,2012-03-09,2012.0,3.0
tt0765446,Escape from Planet Earth,Escape from Planet Earth,2013,89.0,"Adventure,Animation,Comedy",escape from planet earth,5.9,23298,57000000.0,17600000.0,40000000.0,74156610.0,2013-02-15,2013.0,2.0
tt0765465,The Legend of Secret Pass,The Legend of Secret Pass,2019,92.0,"Animation,Family,Fantasy",the legend of secret pass,4.9,331,,,,,,,
tt0765485,Waste of Space,Waste of Space,2010,78.0,"Adventure,Comedy,Sci-Fi",waste of space,5.2,54,,,,,,,
tt0768187,Me and My Umbrella,Eu e Meu Guarda-Chuva,2010,78.0,"Family,Fantasy",me and my umbrella,6.1,111,,,,,,,
tt0768222,Night of the Templar,Night of the Templar,2013,101.0,"Horror,Mystery",night of the templar,5.9,5392,,,,,,,
tt0770703,What's Your Number?,What's Your Number?,2011,106.0,"Comedy,Romance",what's your number?,6.1,67922,14000000.0,16399999.0,20000000.0,30163785.0,2011-09-30,2011.0,9.0
tt0770778,King of the Avenue,King of the Avenue,2010,83.0,"Drama,Fantasy,Thriller",king of the avenue,4.0,449,,,,,,,
tt0770802,Samsara,Samsara,2011,102.0,"Documentary,Music",samsara,8.5,29725,2700000.0,,4000000.0,5966671.0,2012-08-24,2012.0,8.0
tt0770828,Man of Steel,Man of Steel,2013,143.0,"Action,Adventure,Sci-Fi",man of steel,7.1,647288,291000000.0,377000000.0,225000000.0,667999518.0,2013-06-14,2013.0,6.0
tt0772175,Jersey Justice,Jersey Justice,2014,100.0,"Action,Thriller",jersey justice,7.2,115,,,,,,,
tt0772179,Kill,Kill,2011,90.0,"Comedy,Horror,Thriller",kill,4.5,95,,,,,,,
tt0775440,Cell,Cell,2016,98.0,"Action,Drama,Horror",cell,4.3,21968,,,,,,,
tt0775461,The Rain Fairy,Destová víla,2010,100.0,"Family,Fantasy",the rain fairy,5.4,70,,,,,,,
tt0775489,The Illusionist,L'illusionniste,2010,80.0,"Animation,Drama",the illusionist,7.5,31734,,,16500000.0,83792062.0,2006-08-18,2006.0,8.0
tt0775543,Night Catches Us,Night Catches Us,2010,90.0,"Drama,Romance",night catches us,6.3,1390,,,,,,,
tt0780504,Drive,Drive,2011,100.0,"Crime,Drama",drive,7.8,521495,,,15000000.0,81357930.0,2011-09-16,2011.0,9.0
tt0780548,Kid Cannabis,Kid Cannabis,2014,110.0,"Biography,Comedy,Crime",kid cannabis,6.4,8924,,,,,,,
tt0780625,Santorini Blue,Santorini Blue,2013,90.0,"Comedy,Drama",santorini blue,4.6,124,,,,,,,
tt0780645,War of the Dead,War of the Dead,2011,86.0,"Action,Adventure,Horror",war of the dead,4.1,2378,,,,,,,
tt0780653,The Wolfman,The Wolfman,2010,103.0,"Drama,Fantasy,Horror",the wolfman,5.8,97873,62000000.0,77800000.0,150000000.0,142634358.0,2010-02-12,2010.0,2.0
tt0782047,Irreversi,Irreversi,2010,,Thriller,irreversi,5.6,85,,,,,,,
tt0787442,The Attack,The Attack,2012,102.0,"Drama,Mystery,War",the attack,7.1,3733,,,,,,,
tt0787474,The Boxtrolls,The Boxtrolls,2014,96.0,"Adventure,Animation,Comedy",the boxtrolls,6.8,50763,50800000.0,58400000.0,60000000.0,111946251.0,2014-09-26,2014.0,9.0
tt0787524,The Man Who Knew Infinity,The Man Who Knew Infinity,2015,108.0,"Biography,Drama",the man who knew infinity,7.2,43575,3900000.0,8400000.0,10000000.0,12382122.0,2016-04-29,2016.0,4.0
tt0790628,The Incredible Burt Wonderstone,The Incredible Burt Wonderstone,2013,100.0,"Adventure,Comedy,Fantasy",the incredible burt wonderstone,5.9,67549,22500000.0,4900000.0,32000000.0,27392609.0,2013-03-15,2013.0,3.0
tt0790636,Dallas Buyers Club,Dallas Buyers Club,2013,117.0,"Biography,Drama",dallas buyers club,8.0,402462,27300000.0,27900000.0,5000000.0,60611845.0,2013-11-01,2013.0,11.0
tt0790653,Elliot Loves,Elliot Loves,2012,92.0,"Comedy,Romance",elliot loves,6.2,463,,,,,,,
tt0790663,The First Grader,The First Grader,2010,103.0,"Biography,Drama,Romance",the first grader,7.5,4052,332000.0,382000.0,,,,,
tt0790724,Jack Reacher,Jack Reacher,2012,130.0,"Action,Crime,Thriller",jack reacher,7.0,284547,80100000.0,138300000.0,60000000.0,217370736.0,2012-12-21,2012.0,12.0
tt0790736,R.I.P.D.,R.I.P.D.,2013,96.0,"Action,Adventure,Comedy",r.i.p.d.,5.6,109078,33600000.0,44700000.0,130000000.0,79076678.0,2013-07-19,2013.0,7.0
tt0790770,Miles Ahead,Miles Ahead,2015,100.0,"Biography,Drama,Music",miles ahead,6.4,8498,2600000.0,850000.0,,,,,
tt0790788,The Yellow Wallpaper,The Yellow Wallpaper,2012,115.0,Thriller,the yellow wallpaper,6.6,1695,,,,,,,
tt0795459,Wilde Salomé,Wilde Salomé,2011,95.0,"Documentary,Drama",wilde salomé,6.8,748,,,,,,,
tt0795461,Scary Movie 5,Scary Movie 5,2013,86.0,Comedy,scary movie 5,3.5,60139,32000000.0,46400000.0,,,,,
tt0798817,13,13,2010,91.0,"Drama,Thriller",13,6.1,38418,,,,,,,
tt0800054,The Guardians,The Guardians,2010,88.0,"Comedy,Family",the guardians,7.8,68,177000.0,,,,,,
tt0800320,Clash of the Titans,Clash of the Titans,2010,106.0,"Action,Adventure,Fantasy",clash of the titans,5.8,256176,,,125000000.0,493214888.0,2010-04-01,2010.0,4.0
